timestamp,machine_id,machine_type,temperature,pressure,vibration,rpm,anomaly,shift,operator_id,temp_pressure_ratio,vibration_rpm_ratio,hour_of_day,day_of_week
2024-01-01 15:00:00,M001,CNC_Lathe,42.46,26.36,90.43,3350.75,0,Day,OP01,1.610773899848255,0.0269879877639334,15,Monday
2024-01-01 16:00:00,M001,Assembly_Robot,34.87,22.34,119.36,2451.72,0,Day,OP02,1.5608773500447626,0.0486841890591095,16,Monday
2024-01-01 17:00:00,M004,CNC_Lathe,50.9,24.12,81.19,3225.3,0,Day,OP01,2.1102819237147594,0.0251728521377856,17,Monday
2024-01-01 18:00:00,M005,Assembly_Robot,37.81,23.39,112.95,2515.38,0,Night,OP04,1.61650277896537,0.0449037521169763,18,Monday
2024-01-01 19:00:00,M005,Assembly_Robot,34.17,22.86,125.75,2309.71,0,Night,OP04,1.494750656167979,0.054444064406354,19,Monday
2024-01-01 20:00:00,M004,Laser_Cutter,54.28,19.23,70.0,4219.69,0,Night,OP01,2.8226729069162766,0.0165888963407264,20,Monday
2024-01-01 21:00:00,M002,CNC_Lathe,47.44,25.54,86.14,3396.07,0,Night,OP02,1.8574784651527017,0.0253646126257703,21,Monday
2024-01-01 22:00:00,M004,CNC_Lathe,48.0,28.3,81.99,3073.01,0,Night,OP03,1.696113074204947,0.0266806811562604,22,Monday
2024-01-01 23:00:00,M001,Laser_Cutter,51.6,18.46,66.17,4707.84,1,Night,OP02,2.7952329360780066,0.0140552780043501,23,Monday
2024-01-02 00:00:00,M003,Injection_Molder,60.23,36.97,42.08,1878.71,0,Night,OP04,1.6291587773870706,0.0223983478024814,0,Tuesday
2024-01-02 01:00:00,M003,Laser_Cutter,59.11,21.79,64.02,3973.88,0,Night,OP05,2.7127122533272146,0.0161101996034102,1,Tuesday
2024-01-02 02:00:00,M003,Assembly_Robot,31.13,21.15,130.92,2734.41,0,Night,OP04,1.4718676122931442,0.0478787014383358,2,Tuesday
2024-01-02 03:00:00,M003,CNC_Lathe,49.44,28.79,76.08,3163.53,0,Night,OP04,1.7172629385203195,0.0240490844088723,3,Tuesday
2024-01-02 04:00:00,M005,CNC_Lathe,44.63,29.48,82.74,3316.56,0,Night,OP01,1.5139077340569878,0.0249475360011578,4,Tuesday
2024-01-02 05:00:00,M003,Laser_Cutter,56.07,15.51,65.69,4315.6,0,Night,OP02,3.615087040618956,0.0152215219204745,5,Tuesday
2024-01-02 06:00:00,M002,Laser_Cutter,50.72,15.95,68.53,4065.21,0,Day,OP05,3.179937304075235,0.0168576777091466,6,Tuesday
2024-01-02 07:00:00,M002,Injection_Molder,66.22,35.77,45.07,1887.19,0,Day,OP05,1.851272015655577,0.0238820680482622,7,Tuesday
2024-01-02 08:00:00,M001,Laser_Cutter,54.17,16.63,65.27,4077.18,0,Day,OP03,3.257366205652436,0.0160086137967909,8,Tuesday
2024-01-02 09:00:00,M002,CNC_Lathe,39.63,15.68,82.93,3573.15,1,Day,OP05,2.5274234693877555,0.0232092131592572,9,Tuesday
2024-01-02 10:00:00,M005,CNC_Lathe,48.63,27.7,83.13,3006.32,0,Day,OP04,1.7555956678700362,0.0276517469863487,10,Tuesday
2024-01-02 11:00:00,M005,Laser_Cutter,54.46,17.03,71.37,4069.82,0,Day,OP02,3.1978860833822664,0.0175364021013214,11,Tuesday
2024-01-02 12:00:00,M001,CNC_Lathe,43.89,28.31,84.42,3324.76,0,Day,OP01,1.5503355704697988,0.0253913064401641,12,Tuesday
2024-01-02 13:00:00,M005,Laser_Cutter,56.89,21.3,59.69,4700.0,0,Day,OP03,2.670892018779343,0.0127,13,Tuesday
2024-01-02 14:00:00,M001,CNC_Lathe,42.96,27.47,83.6,3109.4,0,Day,OP05,1.5638878776847471,0.0268862159902231,14,Tuesday
2024-01-02 15:00:00,M002,Laser_Cutter,58.5,19.2,63.08,3700.0,0,Day,OP02,3.046875,0.0170486486486486,15,Tuesday
2024-01-02 16:00:00,M005,Injection_Molder,63.7,36.57,54.56,1808.42,0,Day,OP02,1.741864916598305,0.0301699826367768,16,Tuesday
2024-01-02 17:00:00,M004,CNC_Lathe,46.94,28.25,75.51,3392.08,0,Day,OP01,1.6615929203539823,0.0222606778142024,17,Tuesday
2024-01-02 18:00:00,M003,CNC_Lathe,46.34,30.27,87.51,3359.1,0,Night,OP05,1.5308886686488274,0.0260516209699026,18,Tuesday
2024-01-02 19:00:00,M004,CNC_Lathe,45.84,26.75,83.96,3126.05,0,Night,OP02,1.7136448598130842,0.0268581756529805,19,Tuesday
2024-01-02 20:00:00,M002,Injection_Molder,64.89,29.85,41.87,1932.65,0,Night,OP04,2.1738693467336683,0.02166455385093,20,Tuesday
2024-01-02 21:00:00,M005,CNC_Lathe,45.15,28.99,93.39,2918.83,0,Night,OP03,1.557433597792342,0.031995696905952,21,Tuesday
2024-01-02 22:00:00,M004,Laser_Cutter,61.39,16.82,67.19,4139.34,0,Night,OP01,3.649821640903686,0.016232056318157,22,Tuesday
2024-01-02 23:00:00,M005,Assembly_Robot,33.27,22.79,125.06,2049.17,0,Night,OP01,1.459850811759544,0.0610295875891214,23,Tuesday
2024-01-03 00:00:00,M005,Injection_Molder,64.04,37.56,44.19,1738.69,0,Night,OP04,1.7050053248136317,0.0254156865226118,0,Wednesday
2024-01-03 01:00:00,M002,Assembly_Robot,33.36,24.09,111.95,2257.16,0,Night,OP04,1.3848069738480695,0.0495977245742437,1,Wednesday
2024-01-03 02:00:00,M001,CNC_Lathe,50.44,28.81,85.45,3212.41,0,Night,OP05,1.7507809788267965,0.0265999670029666,2,Wednesday
2024-01-03 03:00:00,M002,Laser_Cutter,59.43,17.53,65.18,3847.16,0,Night,OP05,3.390188248716486,0.0169423678765634,3,Wednesday
2024-01-03 04:00:00,M004,CNC_Lathe,45.87,27.63,76.28,3360.42,0,Night,OP03,1.6601520086862107,0.0226995435094422,4,Wednesday
2024-01-03 05:00:00,M004,CNC_Lathe,38.89,31.14,83.49,3199.32,0,Night,OP02,1.2488760436737316,0.0260961704362176,5,Wednesday
2024-01-03 06:00:00,M004,Laser_Cutter,58.24,19.07,68.36,4540.0,0,Day,OP01,3.0540115364446776,0.0150572687224669,6,Wednesday
2024-01-03 07:00:00,M004,Assembly_Robot,36.38,21.6,121.79,2502.52,0,Day,OP03,1.6842592592592591,0.0486669437207295,7,Wednesday
2024-01-03 08:00:00,M004,Assembly_Robot,33.6,21.03,131.49,2359.66,0,Day,OP02,1.5977175463623394,0.055724129747506,8,Wednesday
2024-01-03 09:00:00,M004,Laser_Cutter,53.46,16.53,66.85,3887.74,0,Day,OP04,3.234119782214156,0.0171950799178957,9,Wednesday
2024-01-03 10:00:00,M004,Injection_Molder,57.35,36.09,46.71,1897.05,0,Day,OP03,1.5890828484344692,0.0246224401043725,10,Wednesday
2024-01-03 11:00:00,M002,CNC_Lathe,50.05,24.54,85.71,3355.57,0,Day,OP01,2.039527302363488,0.0255426052801759,11,Wednesday
2024-01-03 12:00:00,M001,Injection_Molder,66.36,34.96,49.12,1732.22,0,Day,OP03,1.8981693363844392,0.0283566752491023,12,Wednesday
2024-01-03 13:00:00,M001,Assembly_Robot,34.77,23.24,107.24,2380.12,0,Day,OP04,1.4961273666092945,0.0450565517704989,13,Wednesday
2024-01-03 14:00:00,M005,CNC_Lathe,49.55,28.62,83.43,2960.13,0,Day,OP03,1.7313067784765896,0.0281845729748355,14,Wednesday
2024-01-03 15:00:00,M005,CNC_Lathe,46.0,27.48,67.61,3159.76,0,Day,OP02,1.6739446870451238,0.0213971947236498,15,Wednesday
2024-01-03 16:00:00,M001,Laser_Cutter,65.3,21.51,64.0,4491.47,0,Day,OP05,3.03579730357973,0.0142492324339247,16,Wednesday
2024-01-03 17:00:00,M002,CNC_Lathe,45.61,28.1,93.05,3391.1,0,Day,OP03,1.6231316725978646,0.027439473917018,17,Wednesday
2024-01-03 18:00:00,M002,Assembly_Robot,35.4,19.83,116.11,2766.89,0,Night,OP03,1.78517397881997,0.0419640824174434,18,Wednesday
2024-01-03 19:00:00,M005,CNC_Lathe,44.42,30.84,87.3,3287.92,0,Night,OP05,1.440337224383917,0.0265517409182705,19,Wednesday
2024-01-03 20:00:00,M005,Injection_Molder,60.41,33.19,39.54,1891.46,0,Night,OP03,1.820126544139801,0.0209044864813424,20,Wednesday
2024-01-03 21:00:00,M004,Injection_Molder,62.94,31.82,44.81,1895.51,0,Night,OP02,1.9780012570710244,0.0236400757579754,21,Wednesday
2024-01-03 22:00:00,M002,CNC_Lathe,46.85,15.74,78.6,3342.99,1,Night,OP02,2.9764930114358323,0.0235118860660666,22,Wednesday
2024-01-03 23:00:00,M002,Injection_Molder,63.5,32.54,43.12,1772.64,0,Night,OP03,1.951444376152428,0.0243253001173391,23,Wednesday
2024-01-04 00:00:00,M005,Assembly_Robot,35.36,21.22,120.19,2563.13,0,Night,OP02,1.6663524976437325,0.0468918860923948,0,Thursday
2024-01-04 01:00:00,M002,Laser_Cutter,59.26,16.02,65.11,4490.59,0,Night,OP05,3.6991260923845193,0.0144992083445605,1,Thursday
2024-01-04 02:00:00,M002,Injection_Molder,60.32,30.02,45.88,1751.12,0,Night,OP01,2.009327115256496,0.0262003746173877,2,Thursday
2024-01-04 03:00:00,M002,CNC_Lathe,40.32,28.41,83.25,2883.4,0,Night,OP01,1.41921858500528,0.028872164805438,3,Thursday
2024-01-04 04:00:00,M002,CNC_Lathe,45.23,26.28,92.62,3280.84,0,Night,OP03,1.7210806697108063,0.0282305750966215,4,Thursday
2024-01-04 05:00:00,M001,Injection_Molder,67.85,34.13,40.75,1859.54,0,Night,OP05,1.9879871081160267,0.0219140217473138,5,Thursday
2024-01-04 06:00:00,M001,CNC_Lathe,44.38,10.87,88.99,3473.05,1,Day,OP03,4.082796688132476,0.0256230114740645,6,Thursday
2024-01-04 07:00:00,M001,Injection_Molder,66.14,40.35,48.73,1791.42,0,Day,OP02,1.639157372986369,0.0272018845385225,7,Thursday
2024-01-04 08:00:00,M004,Injection_Molder,66.12,26.78,43.62,1769.33,0,Day,OP05,2.4690067214339058,0.0246533998745287,8,Thursday
2024-01-04 09:00:00,M003,Injection_Molder,64.21,36.43,39.81,1924.17,0,Day,OP05,1.7625583310458413,0.0206894401222345,9,Thursday
2024-01-04 10:00:00,M002,Assembly_Robot,33.8,22.76,128.85,2654.33,0,Day,OP03,1.48506151142355,0.0485433235505758,10,Thursday
2024-01-04 11:00:00,M001,Injection_Molder,66.81,36.93,47.05,1785.55,0,Day,OP02,1.809098294069862,0.0263504242390299,11,Thursday
2024-01-04 12:00:00,M003,Laser_Cutter,55.43,17.69,69.67,4276.33,0,Day,OP01,3.1334087054833235,0.0162920073988677,12,Thursday
2024-01-04 13:00:00,M004,CNC_Lathe,44.04,27.36,87.72,3355.24,0,Day,OP04,1.6096491228070176,0.0261441804461081,13,Thursday
2024-01-04 14:00:00,M005,CNC_Lathe,50.13,29.65,93.86,3140.24,0,Day,OP05,1.6907251264755483,0.0298894352024049,14,Thursday
2024-01-04 15:00:00,M001,Injection_Molder,65.07,40.03,45.98,1778.09,0,Day,OP05,1.625530851861104,0.0258592084765113,15,Thursday
2024-01-04 16:00:00,M003,Laser_Cutter,43.55,20.86,69.86,3935.74,0,Day,OP04,2.0877277085330777,0.017750156260322,16,Thursday
2024-01-04 17:00:00,M005,Assembly_Robot,38.41,21.97,126.63,2701.98,0,Day,OP01,1.7482931269913518,0.046865631869962,17,Thursday
2024-01-04 18:00:00,M004,Injection_Molder,71.04,36.21,43.96,1882.91,0,Night,OP04,1.9618889809444904,0.0233468407943024,18,Thursday
2024-01-04 19:00:00,M004,CNC_Lathe,48.86,27.11,82.86,3117.1,0,Night,OP02,1.802286978974548,0.0265824003079785,19,Thursday
2024-01-04 20:00:00,M003,Assembly_Robot,35.83,23.88,113.81,2251.07,0,Night,OP02,1.5004187604690118,0.0505581789993203,20,Thursday
2024-01-04 21:00:00,M002,Laser_Cutter,55.9,23.29,64.19,4214.07,0,Night,OP04,2.4001717475311293,0.0152323051112107,21,Thursday
2024-01-04 22:00:00,M004,Laser_Cutter,51.99,20.6,62.49,4051.38,0,Night,OP01,2.5237864077669903,0.0154243739170356,22,Thursday
2024-01-04 23:00:00,M003,CNC_Lathe,39.92,31.06,84.21,3135.97,0,Night,OP05,1.2852543464262718,0.0268529354553774,23,Thursday
2024-01-05 00:00:00,M001,Injection_Molder,64.16,32.16,40.33,1521.54,0,Night,OP03,1.995024875621891,0.0265060399332255,0,Friday
2024-01-05 01:00:00,M004,Assembly_Robot,61.87,11.51,110.45,2555.44,1,Night,OP02,5.375325803649001,0.043221519581755,1,Friday
2024-01-05 02:00:00,M002,Laser_Cutter,49.91,19.03,61.8,4150.64,0,Night,OP01,2.6227009984235417,0.0148892700884682,2,Friday
2024-01-05 03:00:00,M001,Assembly_Robot,33.26,20.39,130.8,2434.08,0,Night,OP05,1.6311917606669937,0.0537369355156773,3,Friday
2024-01-05 04:00:00,M005,CNC_Lathe,48.26,27.21,76.75,3305.14,0,Night,OP02,1.7736126424108782,0.0232214066575092,4,Friday
2024-01-05 05:00:00,M004,Injection_Molder,62.74,25.0,43.93,1823.83,0,Night,OP03,2.5096000000000003,0.0240866747449049,5,Friday
2024-01-05 06:00:00,M002,Laser_Cutter,59.17,15.35,63.55,4179.12,0,Day,OP02,3.854723127035831,0.0152065506613832,6,Friday
2024-01-05 07:00:00,M005,Assembly_Robot,37.44,19.83,113.84,2375.19,0,Day,OP01,1.8880484114977307,0.0479287972751653,7,Friday
2024-01-05 08:00:00,M005,Assembly_Robot,36.0,20.95,117.19,2454.16,0,Day,OP03,1.7183770883054894,0.0477515728395866,8,Friday
2024-01-05 09:00:00,M004,Laser_Cutter,46.53,16.2,65.92,3985.21,0,Day,OP05,2.8722222222222222,0.0165411609425852,9,Friday
2024-01-05 10:00:00,M005,Assembly_Robot,35.66,22.87,124.22,2552.39,0,Day,OP03,1.559247923043288,0.0486681110645316,10,Friday
2024-01-05 11:00:00,M002,Injection_Molder,63.68,34.71,43.57,1901.57,0,Day,OP01,1.8346297896859691,0.0229126458663104,11,Friday
2024-01-05 12:00:00,M005,Injection_Molder,65.84,34.71,43.37,1839.91,0,Day,OP03,1.896859694612504,0.0235718051426428,12,Friday
2024-01-05 13:00:00,M001,Injection_Molder,74.11,26.65,47.61,1905.71,0,Day,OP01,2.780863039399625,0.0249828148039313,13,Friday
2024-01-05 14:00:00,M003,Injection_Molder,60.82,34.33,45.89,1862.28,0,Day,OP02,1.7716283134284885,0.0246418368881156,14,Friday
2024-01-05 15:00:00,M005,Laser_Cutter,54.96,20.72,64.41,3996.23,0,Day,OP04,2.6525096525096528,0.0161176909236955,15,Friday
2024-01-05 16:00:00,M005,Assembly_Robot,38.24,23.57,111.97,2602.06,0,Day,OP02,1.62240135765804,0.0430312905928379,16,Friday
2024-01-05 17:00:00,M004,CNC_Lathe,43.74,30.91,86.86,3182.24,0,Day,OP05,1.4150760271756713,0.0272952385740861,17,Friday
2024-01-05 18:00:00,M003,Laser_Cutter,51.94,15.19,61.31,3794.49,0,Night,OP03,3.419354838709677,0.0161576391030151,18,Friday
2024-01-05 19:00:00,M002,Injection_Molder,67.08,34.65,44.85,1688.09,0,Night,OP04,1.935930735930736,0.0265684886469323,19,Friday
2024-01-05 20:00:00,M003,Assembly_Robot,35.47,22.23,116.16,2959.69,0,Night,OP01,1.595591542959964,0.0392473536079792,20,Friday
2024-01-05 21:00:00,M001,CNC_Lathe,47.3,31.2,81.02,3188.63,0,Night,OP04,1.516025641025641,0.0254090314649238,21,Friday
2024-01-05 22:00:00,M003,Laser_Cutter,58.11,14.86,62.09,4125.74,0,Night,OP05,3.91049798115747,0.015049421437124,22,Friday
2024-01-05 23:00:00,M002,CNC_Lathe,45.65,31.89,88.46,3392.92,0,Night,OP05,1.4314832235810595,0.0260719380356742,23,Friday
2024-01-06 00:00:00,M001,Injection_Molder,66.07,37.2,44.15,1812.21,0,Night,OP02,1.776075268817204,0.0243625186926459,0,Saturday
2024-01-06 01:00:00,M001,Laser_Cutter,56.36,15.45,60.68,4515.95,0,Night,OP02,3.64789644012945,0.0134368183881575,1,Saturday
2024-01-06 02:00:00,M005,Assembly_Robot,37.26,21.92,116.28,2677.3,0,Night,OP01,1.699817518248175,0.0434318156351548,2,Saturday
2024-01-06 03:00:00,M003,Injection_Molder,61.58,43.23,45.24,1901.33,0,Night,OP04,1.4244737450844325,0.023793870606365,3,Saturday
2024-01-06 04:00:00,M001,Assembly_Robot,39.08,22.49,121.16,2842.71,0,Night,OP04,1.737661182747888,0.0426213015045502,4,Saturday
2024-01-06 05:00:00,M002,Injection_Molder,67.85,35.14,48.67,1731.66,0,Night,OP05,1.9308480364257252,0.0281059792337987,5,Saturday
2024-01-06 06:00:00,M001,Laser_Cutter,46.97,19.14,61.78,4139.76,0,Day,OP04,2.454022988505747,0.0149235704485284,6,Saturday
2024-01-06 07:00:00,M001,CNC_Lathe,43.74,27.44,78.28,3062.2,0,Day,OP05,1.5940233236151604,0.0255633204885376,7,Saturday
2024-01-06 08:00:00,M001,CNC_Lathe,44.26,26.23,81.76,3320.28,0,Day,OP03,1.6873808616088448,0.0246244292650017,8,Saturday
2024-01-06 09:00:00,M005,Injection_Molder,64.4,33.02,43.57,1859.73,0,Day,OP02,1.9503331314354937,0.0234281320406725,9,Saturday
2024-01-06 10:00:00,M002,Assembly_Robot,34.17,21.9,124.12,2738.84,0,Day,OP01,1.56027397260274,0.0453184559886667,10,Saturday
2024-01-06 11:00:00,M004,Assembly_Robot,37.84,21.43,113.34,2594.28,0,Day,OP05,1.7657489500699954,0.0436884222211943,11,Saturday
2024-01-06 12:00:00,M005,Laser_Cutter,66.79,19.88,61.64,4249.41,0,Day,OP03,3.359657947686117,0.014505543122457,12,Saturday
2024-01-06 13:00:00,M004,Assembly_Robot,33.79,21.97,124.05,2459.86,0,Day,OP02,1.538006372325899,0.0504296992511768,13,Saturday
2024-01-06 14:00:00,M004,Laser_Cutter,48.1,16.54,64.87,4700.0,0,Day,OP04,2.908101571946796,0.0138021276595744,14,Saturday
2024-01-06 15:00:00,M005,Laser_Cutter,59.54,18.07,72.46,4446.14,0,Day,OP05,3.2949640287769784,0.0162972825866931,15,Saturday
2024-01-06 16:00:00,M001,CNC_Lathe,45.72,28.61,89.66,3263.25,0,Day,OP01,1.598042642432716,0.0274756760897877,16,Saturday
2024-01-06 17:00:00,M003,CNC_Lathe,45.95,26.74,85.97,3176.2,0,Day,OP01,1.718399401645475,0.0270669353315282,17,Saturday
2024-01-06 18:00:00,M002,Assembly_Robot,34.26,21.17,114.48,2598.99,0,Night,OP05,1.6183278223901745,0.0440478801380536,18,Saturday
2024-01-06 19:00:00,M004,CNC_Lathe,45.57,28.09,78.2,3311.94,0,Night,OP05,1.6222855108579566,0.0236115388563802,19,Saturday
2024-01-06 20:00:00,M003,Assembly_Robot,35.5,23.58,119.24,2555.8,0,Night,OP05,1.5055131467345209,0.0466546678143829,20,Saturday
2024-01-06 21:00:00,M004,CNC_Lathe,46.56,26.75,88.76,3346.53,0,Night,OP02,1.7405607476635514,0.02652299546097,21,Saturday
2024-01-06 22:00:00,M003,Laser_Cutter,52.07,21.82,69.41,4700.0,0,Night,OP05,2.3863428047662696,0.0147680851063829,22,Saturday
2024-01-06 23:00:00,M001,Assembly_Robot,34.74,19.96,125.86,2716.01,0,Night,OP02,1.7404809619238475,0.0463400355668793,23,Saturday
2024-01-07 00:00:00,M004,CNC_Lathe,40.66,23.6,87.2,3124.69,0,Night,OP04,1.7228813559322032,0.0279067683514204,0,Sunday
2024-01-07 01:00:00,M002,Laser_Cutter,51.38,19.46,66.72,4272.99,0,Night,OP04,2.6402877697841727,0.0156143590319659,1,Sunday
2024-01-07 02:00:00,M003,Injection_Molder,102.89,23.75,42.87,1733.09,1,Night,OP04,4.332210526315789,0.0247361648846857,2,Sunday
2024-01-07 03:00:00,M003,Laser_Cutter,56.71,18.91,67.28,4334.31,0,Night,OP03,2.9989423585404547,0.0155226552784641,3,Sunday
2024-01-07 04:00:00,M004,CNC_Lathe,48.75,28.98,79.85,3192.54,0,Night,OP04,1.6821946169772255,0.025011432902955,4,Sunday
2024-01-07 05:00:00,M004,Laser_Cutter,47.57,18.63,66.78,3901.39,0,Night,OP02,2.553408480944713,0.0171169762571801,5,Sunday
2024-01-07 06:00:00,M003,Laser_Cutter,64.81,17.23,66.31,4178.31,0,Day,OP03,3.7614625652930935,0.0158700527246661,6,Sunday
2024-01-07 07:00:00,M001,CNC_Lathe,46.12,28.96,84.88,3114.35,0,Day,OP01,1.5925414364640882,0.0272544832790148,7,Sunday
2024-01-07 08:00:00,M001,Laser_Cutter,53.38,18.1,59.11,4173.09,0,Day,OP02,2.949171270718232,0.0141645639082789,8,Sunday
2024-01-07 09:00:00,M001,Laser_Cutter,50.62,18.08,63.92,4174.16,0,Day,OP02,2.799778761061947,0.0153132606320792,9,Sunday
2024-01-07 10:00:00,M002,Injection_Molder,68.96,36.87,43.52,1755.5,0,Day,OP03,1.8703553024138864,0.024790657932213,10,Sunday
2024-01-07 11:00:00,M003,CNC_Lathe,45.63,29.76,92.38,3428.55,0,Day,OP04,1.533266129032258,0.0269443350687608,11,Sunday
2024-01-07 12:00:00,M002,Laser_Cutter,61.33,19.12,63.66,4700.0,0,Day,OP04,3.207635983263598,0.0135446808510638,12,Sunday
2024-01-07 13:00:00,M002,Injection_Molder,64.6,39.5,50.06,1753.97,0,Day,OP04,1.6354430379746834,0.0285409670632907,13,Sunday
2024-01-07 14:00:00,M001,CNC_Lathe,44.04,28.85,87.61,3113.94,0,Day,OP03,1.5265164644714038,0.0281347745942439,14,Sunday
2024-01-07 15:00:00,M002,Laser_Cutter,57.53,14.01,61.63,4195.94,0,Day,OP05,4.106352605281941,0.0146880079314766,15,Sunday
2024-01-07 16:00:00,M001,CNC_Lathe,43.99,28.7,84.54,3275.42,0,Day,OP05,1.532752613240418,0.0258104304180837,16,Sunday
2024-01-07 17:00:00,M004,Laser_Cutter,47.19,22.0,64.58,4700.0,0,Day,OP02,2.145,0.0137404255319148,17,Sunday
2024-01-07 18:00:00,M002,Laser_Cutter,48.61,14.9,69.99,4161.96,0,Night,OP02,3.2624161073825504,0.0168165960268719,18,Sunday
2024-01-07 19:00:00,M004,Laser_Cutter,56.62,17.42,58.4,4184.87,0,Night,OP01,3.2502870264064287,0.0139550332507341,19,Sunday
2024-01-07 20:00:00,M002,Laser_Cutter,56.34,16.57,61.5,3712.13,0,Night,OP05,3.4001207000603504,0.0165673077182103,20,Sunday
2024-01-07 21:00:00,M001,Assembly_Robot,34.06,22.35,119.62,2595.41,0,Night,OP03,1.523937360178971,0.0460890572202465,21,Sunday
2024-01-07 22:00:00,M002,Injection_Molder,72.8,33.23,44.51,1685.48,0,Night,OP04,2.1907914535058683,0.0264079075396919,22,Sunday
2024-01-07 23:00:00,M001,CNC_Lathe,43.95,27.3,83.39,3511.51,0,Night,OP04,1.60989010989011,0.0237476185458677,23,Sunday
2024-01-08 00:00:00,M004,Laser_Cutter,55.87,20.18,62.93,4213.27,0,Night,OP01,2.7685827552031714,0.0149361422363152,0,Monday
2024-01-08 01:00:00,M005,Assembly_Robot,34.74,20.97,118.48,2589.68,0,Night,OP04,1.6566523605150216,0.0457508263569244,1,Monday
2024-01-08 02:00:00,M004,Injection_Molder,68.67,36.04,47.99,1510.37,0,Night,OP04,1.9053829078801328,0.0317736713520528,2,Monday
2024-01-08 03:00:00,M004,Injection_Molder,62.07,36.52,46.8,1718.99,0,Night,OP05,1.699616648411829,0.0272252892686984,3,Monday
2024-01-08 04:00:00,M002,Assembly_Robot,34.79,21.97,125.35,2396.62,0,Night,OP01,1.58352298588985,0.0523028264806268,4,Monday
2024-01-08 05:00:00,M003,Laser_Cutter,55.99,18.9,60.69,4400.52,0,Night,OP05,2.962433862433863,0.0137915519075018,5,Monday
2024-01-08 06:00:00,M005,Laser_Cutter,45.75,19.89,66.37,3866.51,0,Day,OP01,2.300150829562594,0.01716535066507,6,Monday
2024-01-08 07:00:00,M001,CNC_Lathe,45.96,28.84,93.07,3268.03,0,Day,OP05,1.593619972260749,0.02847893073197,7,Monday
2024-01-08 08:00:00,M004,Injection_Molder,69.19,36.71,47.16,1863.54,0,Day,OP03,1.8847725415418144,0.0253066743938954,8,Monday
2024-01-08 09:00:00,M001,CNC_Lathe,48.33,25.08,90.86,3504.25,0,Day,OP05,1.9270334928229669,0.0259285153741884,9,Monday
2024-01-08 10:00:00,M001,CNC_Lathe,43.08,25.35,93.21,3351.47,0,Day,OP01,1.6994082840236684,0.0278116766672534,10,Monday
2024-01-08 11:00:00,M005,Assembly_Robot,35.12,23.13,116.37,2496.01,0,Day,OP04,1.5183744055339383,0.046622409365347,11,Monday
2024-01-08 12:00:00,M002,CNC_Lathe,40.11,28.34,72.92,3120.03,0,Day,OP02,1.4153140437544107,0.0233715701451588,12,Monday
2024-01-08 13:00:00,M003,Laser_Cutter,61.59,18.17,68.67,4152.08,0,Day,OP01,3.3896532746285084,0.016538698676326,13,Monday
2024-01-08 14:00:00,M003,Laser_Cutter,48.91,17.04,59.41,4171.43,0,Day,OP04,2.870305164319249,0.0142421184102334,14,Monday
2024-01-08 15:00:00,M005,Laser_Cutter,50.06,15.79,65.72,4617.6,0,Day,OP04,3.170360987967068,0.0142325017325017,15,Monday
